id,label,title,group,concept,mechanics,keyPoints,when,mistakes,belt,gi,noGi,legal_ibjjf_gi,legal_ibjjf_nogi,legal_adcc,points_ibjjf,points_adcc,tags,prerequisites,setup_from,common_setups,chain_to,difficulty,drills,injury_risk,tap_warning,success_rate,energy_cost
432,Из 2-в-1 в одну ногу - Russian Tie to Single - Рашн тай в сингл,Из 2-в-1 в одну ногу (Russian Tie to Single),takedown,"Russian tie (две руки на одной его руке) перегружает одну сторону соперника: пока он вырывает руку, его одноимённая нога остаётся без защиты. Контроль руки покупает вам ногу.","1) Russian tie: обе ваши руки контролируют его руку (запястье + плечо к вашей груди)<br>2) Давление на руку вниз — соперник сопротивляется вверх<br>3) В момент его тяги — резкое снижение уровня<br>4) Захват одноимённой ноги (колено + лодыжка)<br>5) Голова в его бок, финиш сингла",• Его рука прижата к вашей груди плотно<br>• Атака в момент ЕГО тяги (его энергия)<br>• Переход мгновенный — рука ещё контролируется локтем<br>• Голова снаружи/в бок<br>• Его защита руки = открытая нога,"Соперник защищает арм-драг, вырывает руку из вашего 2-on-1 или переносит вес назад.",• Рука не прижата к груди (он свободен)<br>• Переход против его давления (а не с ним)<br>• Медленное снижение уровня<br>• Отпустить руку до захвата ноги<br>• Слабый финиш без выноса ноги,purple,✔,✔,✔,✔,✔,2,0,"wrestling,chain","336, 339","336, 339","336, 339","151, 150",3,Дрилл 1: Контроль руки в 2-on-1 + переход — 10 раз. Дрилл 2: Russian tie to single (партнер сопротивляется 30%) — 5 раз. Дрилл 3: Russian tie to single → сайд-контроль (партнер сопротивляется 30%) — 5 раз.,Средний (шея атакующего),Нет,65% (vs Purple),High
433,Из высокого захвата бедра в захват лодыжки - High Crotch to Ankle Pick - Хай кротч в энкл пик,Из высокого захвата бедра в захват лодыжки (High Crotch to Ankle Pick),takedown,"Защищаясь от high crotch, соперник отставляет ногу назад — и его вторая нога принимает весь вес, становясь идеальной мишенью для ankle pick. Цепочка ест его защиту.",1) Вход в high crotch — глубокий захват бедра<br>2) Соперник спролит/отставляет захваченную ногу<br>3) Его вес переходит на опорную ногу<br>4) Рука снимается с бедра и пикирует на лодыжку опорной ноги<br>5) Тяга лодыжки + давление корпусом — падение<br>6) Накрываем сверху,• Читайте перенос его веса — атака следует за ним<br>• Захват лодыжки за пятку<br>• Давление корпусом не прекращается при смене захвата<br>• Голова остаётся снаружи<br>• Цепочка непрерывная: бедро → лодыжка,Соперник защищает high crotch отставлением ноги или тяжёлым спролом — вес ушёл на опорную ногу.,• Упорство в high crotch против спрола<br>• Пауза при смене захвата (он восстанавливает стойку)<br>• Атака лодыжки без загрузки её весом<br>• Потеря давления корпусом<br>• Слабый захват пятки,blue,✔,✔,✔,✔,✔,2,0,"wrestling,chain,speed",339,"339, 154","339, 154","338, 151",2,Дрилл 1: High crotch + переход в ankle pick — 10 раз. Дрилл 2: High crotch to ankle pick (партнер сопротивляется 30%) — 5 раз. Дрилл 3: High crotch to ankle pick → сайд-контроль (партнер сопротивляется 30%) — 5 раз.,Средний (шея атакующего),Нет,75% (vs Blue),Med
434,Подножка из захвата корпуса - Body Lock Trip - Трип из бодилока,Подножка из захвата корпуса (Body Lock Trip),takedown,"Затянутый бодилок лишает его верх свободы — остаётся убрать низ: ваша нога блокирует его ногу снаружи, и общее падение веса делает остальное. Простая математика давления.","1) Бодилок затянут: грудь к груди, замок за его спиной<br>2) Угол: небольшой поворот соперника захватом<br>3) Ваша нога заводится СНАРУЖИ его ноги (блок за пяткой/голенью)<br>4) Толчок корпусом через заблокированную ногу<br>5) Падение вместе — вы сверху в сайд-контроле","• Замок затянут до подножки, не во время<br>• Нога блокирует снаружи плотно<br>• Толчок по диагонали через блок<br>• Падение контролируемое, вы сверху<br>• Голова в контакте с его головой",Клинч с достигнутым бодилоком: соперник упирается или пытается разорвать замок.,"• Подножка со слабым замком (он выскальзывает)<br>• Блок ноги без толчка корпусом<br>• Падение рядом, а не сверху<br>• Прогиб поясницы<br>• Нет угла перед трипом (он шагает назад)",blue,✔,✔,✔,✔,✔,2,0,"wrestling,leverage,pressure,angle_control,weight_distribution","155, 21","155, 21","155, 21","14, 16, 152",2,Дрилл 1: Захват корпуса + подсечка без соперника — 20 раз. Дрилл 2: Body lock trip (партнер сопротивляется 30%) — 5 раз. Дрилл 3: Body lock trip → сайд-контроль (партнер сопротивляется 30%) — 5 раз.,Средний (колено соперника),Нет,70% (vs Blue),Med
435,Летающий армбар тейкдаун - Flying Armbar Takedown - Флаинг армбар тейкдаун,Летающий армбар тейкдаун (Flying Armbar Takedown),takedown,Самая рискованная монета в BJJ: его наклон и вытянутая рука позволяют вам запрыгнуть в армбар прямо из стойки. Одно движение решает схватку — или отдаёт вам худшую позицию.,"1) Контроль его руки (запястье + плечо) и ворота<br>2) Соперник наклоняется/тянет — момент входа<br>3) Прыжок: нога через его плечо, таз к его плечу<br>4) Вторая нога на его груди/шее — фигура армбара в полёте<br>5) Совместное падение с фиксацией руки<br>6) Финиш рычага с ковра","• Только против наклонённого соперника с жёстким захватом<br>• Рука зафиксирована ДО прыжка<br>• Таз к его плечу максимально плотно<br>• Падение на бок/спину, не на шею<br>• Колени сжаты вокруг руки при приземлении","Соперник наклонился с вытянутой рукой и крепким захватом — например, держит ваш ворот и упирается.",• Прыжок без фиксации руки (падение под него)<br>• Плохой тайминг (он выпрямился — вы летите в никуда)<br>• Падение на свою шею/голову (реальная травма)<br>• Разжатые колени при приземлении<br>• Попытка на сопернике тяжелее вас без глубокого контроля,purple,✔,✔,✔,✔,✔,2,0,"dynamic,speed","21, 150","21, 150","21, 150","30, 408",4,"Дрилл 1: Прыжок + захват руки без соперника — 20 раз. Дрилл 2: Flying armbar takedown (партнер наклоняется, сопротивляется 30%) — 5 раз. Дрилл 3: Flying armbar takedown → армбар (партнер сопротивляется 30%) — 5 раз.","КРИТИЧНО (шея атакующего при падении, локоть соперника)",При боли в шее или локте. Контроль руки в полёте обязателен.,35% (vs Purple),High
461,Защита от гильотины стоя - Standing Guillotine Defense - Защита от гильотины,Защита от гильотины стоя (Standing Guillotine Defense),escape,"Шея — это мягкие ткани, сонные артерии перекрываются за секунды. Фрейм под подбородком плюс спрол снимают давление с шеи и превращают атаку соперника в вашу позицию сверху.","1) Ближнее предплечье вставляется под подбородок соперника как фрейм — не даём углубить захват<br>2) Дальняя рука захватывает его запястье и тянет вниз<br>3) Резкий спрол — бёдра падают вниз-назад, вес давит на соперника<br>4) Вращаем его большой палец вверх, разрывая захват<br>5) Переходим в контроль сверху (фронт хедлок или проход за спину)","• Предплечье под подбородком СРАЗУ<br>• Захват запястья соперника обязателен<br>• Спрол с падением бёдер (вес — ваше оружие)<br>• Спина прямая, голова не опускается<br>• Разрыв захвата через вращение большого пальца вверх","Соперник поймал вашу шею в гильотину в стойке — например, после неудачного прохода в ноги.",• Паника и опускание головы (захват углубляется)<br>• Отсутствие фрейма предплечьем<br>• Попытка вырваться силой без разрыва захвата<br>• Игнорирование спрола (соперник затягивает в гард)<br>• Прыжок вперёд вместо давления вниз,white,✔,✔,✔,✔,✔,0,0,"fundamental,defense,standing,takedown_defense,frames,angle_control","48, 21","48, 21","48, 21","337, 150, 151, 610",1,Дрилл 1: Партнер делает мягкий захват гильотины. Вы ставите фрейм + захватываете запястье. 10 раз. Дрилл 2: Полный выход: фрейм + захват запястья + спрол + вращение большого пальца (БЕЗ финиша). 5 раз. Дрилл 3: Партнер сопротивляется 30% — выход из гильотины. 5 раз.,Средний (шея),При сильном давлении на сонные артерии или потере сознания.,75% (vs White),Med
462,Маятниковый свип - Pendulum Sweep - Маятник,Маятниковый свип (Pendulum Sweep),sweep,"Нога раскачивается, как маятник, и её инерция — двигатель свипа: заброс за его плечо создаёт вращение, которое опрокидывает соперника вместе с его базой. Импульс вместо силы.",1) Захват рукава и противоположного отворота/штанины<br>2) Маховая нога раскачивается вперёд-назад (2-3 маятника)<br>3) На пике — резкий заброс ноги за его плечо/голову<br>4) Одновременно тяга рукава на себя + подъём таза<br>5) Вращение опрокидывает его — вы в маунте,"• Маятник настоящий — инерция накапливается<br>• Заброс ЗА плечо, не на грудь<br>• Тяга + таз + мах в одной секунде<br>• Рукав не отпускается до маунта<br>• Его фрейм-рука связана захватом",Соперник сидит в вашем гарде с высокой осанкой и выставленной рукой-фреймом.,• Свип силой без маятника<br>• Заброс ноги на грудь (нет рычага)<br>• Слабый захват руки (упирается)<br>• Нет подъёма таза<br>• Раскачивание без финального взрыва,blue,✔,✔,✔,✔,✔,2,2,"fundamental,sweep,open_guard,leverage,frames,angle_control","1, 2","1, 2","1, 2","16, 14, 70",2,Дрилл 1: Маятниковое движение ноги без соперника — 20 раз на сторону. Дрилл 2: Захват + маятник + заброс ноги (партнер не сопротивляется) — 10 раз. Дрилл 3: Полный маятниковый свип (партнер сопротивляется 30%) — 5 раз.,Низкий,Нет,70% (vs Blue),Med
600,Фрейм-рекавери против найф слайса - Knee Slice Retention - Ретеншн против слайса,Фрейм-рекавери против прохода коленом (Knee Slice Retention),retention,"Найф слайс умирает без кроссфейса: фрейм в его плечо и подбородок останавливает верх, а нижнее колено выскальзывает из-под режущего. Гард не «спасают» — его методично пересобирают.",1) Его колено начинает резать — фрейм предплечьем в его плечо/шею НЕМЕДЛЕННО<br>2) Второй фрейм в его режущее колено/бедро<br>3) Разворот на бок лицом к проходу<br>4) Нижняя нога выскальзывает назад из-под его голени<br>5) Колено вставляется между вами — Z-гард или полный гард,"• Фрейм до его кроссфейса — счёт на доли секунды<br>• На боку, никогда не плоско<br>• Нога уходит назад, не тянется силой<br>• Колено сразу между вами<br>• Таз активен всю дорогу",Соперник заводит колено поперёк вашего халф/открытого гарда — самый частый проход в BJJ.,• Поздний фрейм (кроссфейс уже прижал)<br>• Плоская спина<br>• Толчок руками без движения таза<br>• Нога застряла под его голенью<br>• Паника вместо последовательности фреймов,white,✔,✔,✔,✔,✔,0,0,"guard_retention,frames,fundamental",3,90,"90, 96","381, 3, 1",2,"Дрилл: партнёр режет коленом на 50% — фрейм, разворот, вставка колена. 10 раз на сторону.",Низкий,Нет,75%,Med
601,Лег паммл против тореадора - Toreando Retention (Leg Pummel) - Ретеншн против тореадора,Лег паммл против тореадора (Toreando Retention / Leg Pummel),retention,"Тореадор жив, пока он держит ваши ноги: круговое движение голеней (паммл) сбрасывает его захваты и возвращает стопы на его бёдра быстрее, чем он добежит до сайда.",1) Он сдвигает ваши ноги — колени тянутся к груди (не сопротивляйтесь прямо)<br>2) Голени делают круг внутрь — паммл — его захваты соскальзывают<br>3) Таз доворачивается за его движением<br>4) Стопы возвращаются на его бёдра/бицепсы<br>5) Дистанция восстановлена — гард жив,"• Колени к груди — короткие ноги не поймать<br>• Круг голенями, не жим против захвата<br>• Таз следует за его забеганием<br>• Стопы сразу на его кости (бёдра/бицепсы)<br>• Взгляд на его грудь — она телеграфирует направление",Соперник захватил ваши штаны/голени и сдвигает ноги для тореадора.,"• Прямое сопротивление силой (его вектор сильнее)<br>• Прямые тяжёлые ноги<br>• Таз остался на месте (ноги вернулись, корпус пройден)<br>• Нет контакта стоп после паммла<br>• Опущенные ноги на ковёр",blue,✔,✔,✔,✔,✔,0,0,"guard_retention,frames,speed",110,"93, 377, 417",93,"110, 5, 8",2,"Дрилл: партнёр ходит тореадором в обе стороны, вы возвращаете стопы на бёдра. 60 секунд без остановки.",Низкий,Нет,70%,Med
602,Ретеншн против лег драга - Leg Drag Retention - Ретеншн против лег драга,Ретеншн против лег драга (Leg Drag Retention),retention,"Лег драг опасен зажатой ногой и вашими развёрнутыми бёдрами: креветка от него + выдёргивание колена к груди возвращают таз в игру до того, как его вес осел.","1) Ваша нога протащена поперёк — НЕ тяните её назад по той же линии<br>2) Фрейм в его бедро/плечо<br>3) Креветка ОТ него — таз выходит из-под его веса<br>4) Зажатое колено выдёргивается к своей груди по короткой дуге<br>5) Разворот бёдер обратно — стопа/колено между вами, гард восстановлен","• Скорость: до его taz-to-taz контакта<br>• Креветка от него, не борьба за ногу на месте<br>• Колено к груди по дуге<br>• Фрейм держит его вес на дистанции<br>• Вторая нога работает как крюк-барьер",Соперник протащил вашу ногу поперёк и падает весом на бёдра — окно в одну секунду.,"• Тяга ноги по линии протаскивания (он этого ждёт)<br>• Нет креветки (нога вернулась, таз остался под ним)<br>• Плоская спина<br>• Поздняя реакция (его грудь уже на вас)<br>• Забытая вторая нога",blue,✔,✔,✔,✔,✔,0,0,"guard_retention,frames,speed,weight_distribution",110,"94, 327",94,"8, 9, 110",2,"Дрилл: партнёр делает лег драг на 70%, вы выдёргиваете колено и восстанавливаете DLR. 8 раз на сторону.",Низкий,Нет,65%,Med
603,Ретеншн против дабл андера - Double Under Retention - Ретеншн против дабл андера,Ретеншн против дабл андера (Double Under Retention),retention,"Дабл андер складывает вас через поднятый таз — значит, нельзя отдать ему таз: сед на копчик, руки-фреймы в его бицепсы и выведение коленей обратно между вами убивают проход на взлёте.",1) Его руки ныряют под оба бедра — таз немедленно тяжелеет (сед на копчик)<br>2) Фреймы в его плечи/бицепсы — складывание остановлено<br>3) Одна нога выдёргивается из-под его плеча<br>4) Колено заводится между вами (батерфляй-крюк)<br>5) Второй крюк — восстановление баттерфляя/открытого гарда,• Тяжёлый таз — главный ответ на подъём<br>• Фреймы до его замка на пояснице<br>• Ноги выдёргиваются по одной<br>• Крюк между вами сразу<br>• Его голова контролируется при финише,Соперник нырнул обеими руками под ваши бёдра и тянется к замку/поясу.,• Позволить замкнуть руки на пояснице (поздно)<br>• Лёгкий таз (взлетели — сложили)<br>• Обе ноги тянутся сразу<br>• Нет фреймов (его грудь давит)<br>• Паника при складывании вместо ступенчатого выхода,blue,✔,✔,✔,✔,✔,0,0,"guard_retention,frames,weight_distribution",1,"91, 99",91,"5, 110",2,"Дрилл: партнёр заходит на дабл андер, вы тяжелеете тазом и возвращаете крюки. 8 повторов.",Низкий,Нет,65%,Med
604,Ретеншн против боди-лока - Body Lock Pass Retention - Ретеншн против боди-лока,Ретеншн против боди-лок прохода (Body Lock Pass Retention),retention,"Боди-лок сшивает ваш таз с его — расшивают его фреймами в бёдра и «ножом» голени поперёк: пока между вами есть хоть одна ваша кость, проход не завершён.","1) Его замок собирается — немедленно локти внутрь, фреймы в его бёдра/гребни таза<br>2) Голень одной ноги ложится «ножом» поперёк его живота<br>3) Таз отползает назад, создавая зазор<br>4) Колено второй ноги вставляется в зазор<br>5) Батерфляй-крюки/DLR — замок разорван позиционно","• Кость между вами всегда (голень или колено)<br>• Фреймы в таз, не в грудь<br>• Отползание таза, не отжимание руками<br>• Его перешагивания встречаются крюками<br>• Терпение: расшивается за 2-3 цикла",Соперник замкнул руки вокруг вашего корпуса/таза и начинает переползать гард.,• Отжимание его груди руками (руки нужны для фреймов ниже)<br>• Плоская спина под замком<br>• Обе ноги под ним без ножа<br>• Ранняя сдача позиции в халф<br>• Игнор его перешагивающей ноги,purple,✔,✔,✔,✔,✔,0,0,"guard_retention,frames,weight_distribution",1,329,329,"5, 8, 110",3,"Дрилл: партнёр держит боди-лок, вы вставляете нож-голень и восстанавливаете крюки. 6 циклов.",Низкий,Нет,55%,High
605,Стопы на бёдрах - Feet-on-Hips Distance Management - Управление дистанцией,Стопы на бёдрах — управление дистанцией (Feet-on-Hips Distance Management),retention,"Ваши стопы на его бёдрах — руль дистанции: он не может ни прижаться для прессинга, ни разорвать контакт для тореадора. База всей игры открытого гарда — учится первой, работает всегда.","1) Стопы ставятся на его бёдра/гребни таза (не на живот)<br>2) Ноги полусогнуты — пружина, не палка<br>3) Он давит — ноги сгибаются и возвращают; отходит — таз следует за ним<br>4) Одна стопа всегда в контакте при смене позиций<br>5) Из контакта — входы: DLR, баттерфляй, X-гард","• Контакт постоянный: потеря стоп = начало прохода<br>• Пружина, не жёсткий упор<br>• Таз двигается вместе со стопами<br>• Руки добирают захваты, ноги держат дистанцию<br>• Стопы на костях таза, не на мягком",Соперник стоит/на коленях перед вашим открытым гардом — стартовая точка всей игры снизу.,• Прямые заблокированные ноги (продавливаются в сторону)<br>• Стопы на животе (соскальзывают)<br>• Потеря контакта при его движении по кругу<br>• Пассивные ноги без входов в атаки<br>• Плоская спина без подвижного таза,white,✔,✔,✔,✔,✔,0,0,"guard_retention,frames,fundamental",,110,"110, 2","5, 7, 8, 76",1,"Дрилл: партнёр ходит вокруг и давит, вы держите обе стопы на бёдрах 60 секунд. Потом входы в DLR.",Низкий,Нет,85%,Low
606,Правило локоть-колено - Elbow-Knee Connection - Локоть-колено,Правило локоть-колено (Elbow-Knee Connection),retention,"Пока локоть прижат к колену, между ними нет двери для прохода: это правило-фундамент всего ретеншна. Соперник проходит не через ваши ноги — он проходит через разрыв локоть-колено.","1) Базовое положение: локти прижаты к бокам, колени подтянуты — линии сомкнуты<br>2) Его давление — соединение сжимается, не раскрывается<br>3) Смещение таза сохраняет связку на стороне угрозы<br>4) Разорвали — немедленная креветка восстанавливает<br>5) Из связки строятся фреймы и восстановление гарда","• Локоть и колено — одна команда на каждой стороне<br>• Угроза сбоку — связка на этой стороне закрыта<br>• Разрыв связки = сигнал тревоги, не позиция<br>• Работает под сайдом, в ретеншне, под прессингом<br>• Дышите — связка держится расслабленной силой","Любое давление сверху: проходы, попытки маунта, прессинг — базовый защитный каркас.",• Локти отведены от корпуса (двери открыты)<br>• Колени опущены под давлением<br>• Связка на одной стороне при угрозе с другой<br>• Статичный каркас без восстановления креветкой<br>• Зажатость: каркас съедает всю энергию,white,✔,✔,✔,✔,✔,0,0,"guard_retention,frames,fundamental",,"90, 96, 13",13,"133, 3, 600",1,"Дрилл: партнёр давит из сайда/прохода, вы держите связки локоть-колено и восстанавливаете гард. 2 минуты.",Низкий,Нет,80%,Low
607,Гранби-ретеншн - Granby Retention - Гранби-ретеншн,Гранби-ретеншн (Granby Retention),retention,"Когда фреймы проиграны и он уже за ногами — перекат через плечо перезагружает позицию: вы вращаетесь быстрее, чем он фиксирует сайд, и встречаете его лицом и ногами.","1) Его проход почти завершён (лонг степ/бэкстеп) — подбородок к груди<br>2) Перекат через плечо ОТ него по диагонали спины<br>3) Ноги описывают дугу через верх<br>4) Приземление лицом к нему, колени между вами<br>5) Стопы на бёдра — гард пересобран","• Через плечо, не через шею<br>• Направление — от его давления<br>• Ноги активные ещё в воздухе<br>• Приземление в контакт стопами<br>• Это план Б: фреймы дешевле переката","Соперник обошёл ваши ноги лонг степом/бэкстепом, но ещё не придавил корпус.",• Перекат через шею (травма)<br>• Перекат под его вес (сам лёг под сайд)<br>• Пассивные ноги после вращения<br>• Гранби как первый ответ (сначала фреймы)<br>• Медленный перекат по частям,blue,✔,✔,✔,✔,✔,0,0,"guard_retention,angle_control,flexibility,frames",369,"95, 100",95,"110, 8, 605",3,"Дрилл: гранби через оба плеча по 10 раз, затем с партнёром против лонг степа.",Средний (шея),Нет,60%,High
608,Инверсия-ретеншн - Inversion Retention - Инверсия-ретеншн,Инверсия-ретеншн (Inversion Retention),retention,"Инверсия — последний рубеж ретеншна: таз уходит вверх, вы прокручиваетесь на лопатках под его проходом, и ваши ноги встречают его с другой стороны. Гибкость превращает пройденный гард в новый.","1) Его проход огибает ваши ноги — таз поднимается, вес на лопатки<br>2) Подбородок прижат, шея разгружена<br>3) Прокрутка на лопатках вслед его движению<br>4) Нога цепляет его руку/ногу в инверсии (страховка)<br>5) Выход: гард с другой стороны, беримболо или леглок-вход","• Вес на лопатках, никогда на шее<br>• Вращение синхронно его забеганию<br>• Одна нога всегда «висит» на нём<br>• Выходов три: гард / спина / ноги<br>• Требует подготовки шеи и спины",Соперник скоростным проходом обогнул ноги — фреймы и креветка не успевают.,• Вес на шее и голове<br>• Инверсия без зацепа за него (просто крутитесь рядом)<br>• Отставание от его скорости<br>• Задержка вверх ногами<br>• Инверсия без гибкости (готовьте тело раньше),purple,✔,✔,✔,✔,✔,0,0,"guard_retention,angle_control,flexibility,frames,weight_distribution",303,"93, 94, 95",94,"303, 320, 355",4,"Дрилл: плечевые прокрутки на лопатках 10 раз, затем инверсия против медленного тореадора.",Средний (шея),Нет,55%,High
610,Фронт-хедлок - Front Headlock - Фронт-хедлок,Фронт-хедлок (Front Headlock),position,"Его голова под вашей грудью, шея в вашей руке — фронт-хедлок это перекрёсток, откуда расходятся гильотины, анаконда, дарс и заход за спину. Контроль головы = контроль тела.","1) Его голова опустилась (спрол/снэп) — рука обвивает шею, подбородок в вашем захвате<br>2) Вторая рука контролирует его локоть/трицепс<br>3) Грудь давит на его затылок/плечи сверху<br>4) Ваши бёдра отставлены — его руки не достают ног<br>5) Развилка: удушения, го-бихайнд за спину, снэп в черепаху","• Подбородок в захвате, не просто шея в обхвате<br>• Локоть его руки под контролем всегда<br>• Вес на его затылке<br>• Бёдра вне досягаемости его рук<br>• Позиция-развилка: минимум три угрозы сразу","После спрола, снэп-дауна или его неудачного прохода в ноги — его голова оказалась ниже вашей.",• Обхват без контроля подбородка (он выскальзывает назад)<br>• Свободный его локоть (заход в ваши ноги)<br>• Вес не на нём (он встаёт)<br>• Одна угроза вместо развилки<br>• Бёдра близко к его рукам,white,✔,✔,✔,✔,✔,0,0,"wrestling,control,fundamental,submission_setup,base_break,weight_distribution","21, 337","337, 340, 461","340, 337","34, 48, 57, 58, 314, 116",2,"Дрилл: партнёр стреляет в ноги на 50% — спрол во фронт-хедлок, контроль 3 секунды, го-бихайнд. 10 раз.",Низкий,Нет,80%,Med
611,Система фронт-хедлока - Front Headlock System - Фронт-хедлок система,Система фронт-хедлока (Front Headlock System),system,"Фронт-хедлок — не позиция ожидания, а дерево решений: каждая защита соперника открывает следующую ветку. Он поднимает голову — гильотина; прячет — анаконда; заходит рука — дарс; уходит в черепаху — спина.","1) Вход: спрол или снэп-даун → фронт-хедлок с контролем подбородка и локтя<br>2) Он тянет голову вверх → гильотина (обычная или арм-ин)<br>3) Он прячет голову, рука внутри → анаконда с роллом<br>4) Его рука и голова на одной стороне → дарс<br>5) Он падает в черепаху → перуанский галстук или го-бихайнд на спину<br>6) Он выпрямляется рывком → повторный снэп, цикл заново",• Контроль подбородка и локтя между всеми ветками<br>• Атака выбирается ЕГО защитой<br>• Снэп перезапускает цикл бесплатно<br>• Спина — всегда запасной выход<br>• Вес на его затылке не отпускает,"Любой сценарий с его головой внизу: спрол против тейкдауна, снэп из стойки, его выход из-под сайда нырком.",• Замирание в позиции без веток<br>• Погоня за одной гильотиной при его защите<br>• Потеря локтя между переходами<br>• Ранний отказ от позиции<br>• Забытая спина как выход,blue,✔,✔,✔,✔,✔,0,0,"wrestling,submission_setup,control,system,base_break,weight_distribution","610, 34, 48",610,"337, 340","34, 48, 57, 58, 314, 335",3,Дрилл-цепочка: снэп → фронт-хедлок → партнёр защищается по-разному → вы выбираете ветку. 10 циклов.,Средний (шея),При удушениях — по правилам конкретной техники.,70%,Med
620,Выход из кимуры - Kimura Escape - Защита кимуры,Выход из кимуры (Kimura Escape),escape,"Кимура работает на согнутой изолированной руке — значит, защита это выпрямление и соединение: рука хватает свой пояс/бедро, локоть прижимается, а корпус вращается ЗА своей рукой, снимая рычаг.","1) Ранняя фаза: рука выпрямляется и хватает свой пояс/внутреннее бедро<br>2) Локоть прижимается к боку — угол 90° разрушен<br>3) Корпус вращается в сторону атакуемой руки (за рукой, не против)<br>4) Таз подъезжает под его захват — рычаг укорачивается<br>5) Освобождение руки + восстановление позиции","• Защита начинается при захвате запястья, не при figure-four<br>• Хват за пояс/бедро — замок против замка<br>• Вращение ЗА рукой снимает плечо с излома<br>• Локоть к боку всегда<br>• Терпение: рывок из захвата кормит его переходы","Соперник поймал ваше запястье и собирает figure-four — из сайда, гарда или халфа.",• Рывок руки против рычага (доламывает сам себя)<br>• Прямая рука без хвата за себя<br>• Вращение от руки (плечо на излом)<br>• Поздняя защита при собранном замке<br>• Игнор его перехода на спину во время защиты,blue,✔,✔,✔,✔,✔,0,0,"defense,frames,joint_lock,limb_isolation,angle_control",32,"32, 46, 43, 368",46,"13, 3, 133",2,"Дрилл: партнёр собирает кимуру на 70% — хват пояса, вращение за рукой, выход. 8 раз на сторону.",Средний (плечо),"При боли в плече — стучите, замок уже глубокий.",65%,Med
621,Выход из омоплаты - Omoplata Escape - Защита омоплаты,Выход из омоплаты (Omoplata Escape),escape,"Омоплата беспомощна, пока не сломана ваша осанка и не пойман корпус: кувырок через плечо или ранний posture up с выдёргиванием руки гасят её до финиша. Ключ — не дать ему сесть с контролем пояса.","1) Ранняя фаза: осанка вверх (posture up), вес назад на пятки<br>2) Захваченная рука вращается ладонью вверх и выдёргивается по короткой дуге<br>3) Если нога уже на плече: кувырок вперёд через СВОБОДНОЕ плечо<br>4) Кувырок обгоняет его сед — приземление в топ/скрэмбл<br>5) Альтернатива: шаг вокруг его головы со стеком","• Осанка — первая линия защиты<br>• Кувырок через свободное плечо, решительный<br>• До его захвата вашего пояса — потом кувырок пойман<br>• Приземление в проход, не плашмя<br>• Стек-вариант против медленной омоплаты",Его нога перекинулась через вашу руку из гарда — секунды до его седа с контролем.,• Плоская осанка (омоплата дожимается)<br>• Кувырок через атакуемое плечо (доламывает)<br>• Поздний кувырок при контроле пояса<br>• Выдёргивание руки силой по прямой<br>• Стояние на месте в раздумьях,blue,✔,✔,✔,✔,✔,0,0,"defense,angle_control,flexibility,frames,base_break,weight_distribution",33,"33, 352, 350",33,"2, 90, 14",2,Дрилл: партнёр заходит на омоплату — кувырок через свободное плечо в топ. 8 раз на сторону.,Средний (плечо),При боли в плече при докрученном корпусе.,60%,Med
622,Защита от Д'Арса и анаконды - D'Arce & Anaconda Defense - Защита передних удушений,Защита от Д'Арса и анаконды (D'Arce & Anaconda Defense),escape,"Передние удушения душат вашим же плечом — защита разгружает его: подбородок прячется, зажатая рука выталкивается вперёд «ответом на звонок», а корпус выходит в ту сторону, куда его замок не гнётся.","1) Его рука ныряет под шею/подмышку — подбородок вниз НЕМЕДЛЕННО<br>2) Зажатая рука выталкивается вперёд к его затылку («телефон»)<br>3) Плечо снимается с вашей артерии этим движением<br>4) Ноги подшагивают под таз, голова выводится назад по линии его локтя<br>5) Выход в черепаху лицом к нему/стойку — шея на свободе","• Подбородок закрывает вход раньше замка<br>• Рука-«телефон» рушит геометрию<br>• Выход по линии его локтя (слабое место замка)<br>• Таз под себя — база для головы<br>• Против ролла анаконды — шагайте ЗА роллом, не сопротивляйтесь на месте",Его рука пошла под вашу шею при нырке/выходе из-под сайда — до сжатия замка.,• Поднятый подбородок при нырке (открытые ворота)<br>• Зажатая рука пассивна вдоль корпуса<br>• Тяга головы назад по прямой (замок сжимается)<br>• Замирание в его ролле<br>• Паника вместо последовательности,purple,✔,✔,✔,✔,✔,0,0,"defense,frames,wrestling",20,"57, 58, 404, 405",57,"19, 21, 610",3,"Дрилл: партнёр собирает дарс на 70% — подбородок, «телефон», выход по локтю. 8 раз на сторону.",Средний (шея),"При потемнении в глазах — немедленно, кровяное удушение быстрое.",55%,High
